delivery_id,predicted duration
194096,3339.17073248235
236895,3127.976336835847
190868,2810.606418495691
183076,2723.679326927549
186200,2949.9907191253437
86219,3192.6954159592874
35439,2494.091004589263
123927,2864.1893559761506
107026,2866.3489067697114
90341,2719.050733566948
50475,2439.659173416806
221414,2299.290601532171
119153,2379.4308650817343
248838,2898.5670060383736
125516,2642.342538559706
240286,2195.1310382884067
33116,2430.5227397861663
237801,2566.2213401686226
102948,2473.385867745311
26470,2905.3661013288224
210063,2586.3051805710975
76850,2417.6049364197734
144841,2784.5657221600172
195839,2641.644000681337
52177,2552.263450433949
64485,2376.8840344429236
150042,2925.0367823579536
41052,2536.8553511934456
193495,2199.8799328072
165249,2346.0010164193723
236833,2267.881028351934
214592,2472.3634625385685
75705,2539.754523790149
51283,2218.9491949136986
169532,2517.0971873947915
182602,4299.729491381392
217450,3641.990964750275
108883,3380.6930248129925
234476,3884.7921071070773
127581,2745.9663594323083
49108,2705.3503081393633
184983,2928.058774091882
120400,2329.928281913852
157120,2132.5685713649445
110989,2570.0006167890983
81772,2591.7370768186797
84725,2451.3463789032216
14678,2920.3989660785737
232839,2587.0335134530933
53138,2731.6701681256827
99809,2511.4132571269324
250568,2920.250179348712
23428,2429.099124637628
211741,1809.4421015189187
28721,2611.394862062944
13046,3619.4548880120424
120976,2886.70386827948
235804,2324.2196937505505
237211,2506.5487720715796
101398,2543.008144287137
117193,2645.9375343874385
215135,2418.7709251454444
67787,2172.2392506980786
187307,2701.1646487092567
1154,2812.7004661265755
98407,2417.914082644511
6183,2674.7440059765217
18915,2981.369945396868
224350,2422.5363913611804
114015,2261.3817276471095
9734,2302.4155636873866
19998,2804.4704998058437
42148,3289.737730329247
211635,3048.5634300589977
115361,2380.631832986094
163220,2513.8496647197844
157797,2739.1487923850755
13337,3058.6583023765024
6507,2282.164520248203
42062,3122.4274453542594
192674,3084.033479611933
83456,2890.6757093693745
226554,2309.479965398593
45602,3214.8126040471343
228776,2522.2876134506323
127211,2386.738320180805
139323,1808.5520340249732
200710,2818.3673145682046
135310,3139.0081915403325
240727,3276.229607798766
12509,3051.396194287034
125897,2911.790745305049
112110,2359.9992401050536
5486,3011.245201255192
105831,2526.6345310158868
86840,3012.7331808080307
51034,2664.4845519978744
225545,2875.444843237563
169104,3056.629006727522
41676,2689.0683143418996
108010,2971.297066019779
238500,3035.387857244515
103318,2561.1499216419966
30810,2380.1240792013896
235600,2251.0662528653947
232838,3641.9539332496843
43717,2795.331534108986
189723,2405.7022181011303
145711,2821.7134166321525
135693,2413.2768940708606
198349,2919.4811721412634
228537,3279.8129657234467
195586,2639.6015104354883
246298,2495.070312048507
65385,2635.8566061182855
169707,2775.402831591633
157796,2919.410742838545
107044,3235.801159920848
53434,2426.583093092069
223440,2334.0572261180414
121112,2289.1693674746803
145842,2559.9076305483736
219061,3246.8140246821736
102424,3182.2355336796068
175748,2565.5284143955205
193925,2760.121303019838
39559,2663.427558748628
210792,2513.1341136084143
114490,2490.575380287809
102883,2008.600396212776
169126,2453.016448910873
107458,2553.7709908239426
11700,2898.3788481103375
150195,2321.984503168631
144621,2687.2214880258575
23370,2262.57010273368
65069,2217.8873526749394
161216,2644.159233112414
205787,2192.7090972110345
67034,2415.1150408904186
27132,2192.0702856898783
159340,2218.535984851501
23909,2654.5950327107994
103640,2476.330786060252
18684,2968.070902171593
123503,2914.7217116349198
215699,2842.288137239527
38743,2201.014607897097
176092,3646.1601708161843
128120,2523.037913419159
156578,2126.7824432512016
209009,3356.9992545776113
187370,2372.2323215775004
75323,3697.858014019407
52973,3093.9827301025284
29650,3454.3322292891426
179356,2387.558260754466
178608,3166.768838898015
207917,2588.3441832407907
188547,3290.76221079376
166420,4155.539974542654
185832,2775.2915236914478
210556,1953.0726142431604
40504,2238.7454648230564
133183,2357.901682453388
137330,2149.983175030155
19965,2401.969076574353
250804,2955.3184352501844
138734,3338.8261251275967
194668,2217.388824340735
155801,3372.4241175519746
107580,1930.2155662032683
154422,3008.872856058412
183822,2437.3236095855036
163290,2748.0317236804913
217400,3025.0608467026505
120970,2733.636512966066
65203,2645.4709646653096
137196,3088.286139904215
219945,2692.57869540025
55899,2467.3568732677736
150837,2815.1965961162846
108775,2309.6085524753385
59364,2563.638946570772
17118,3830.3332875821743
236470,3341.595310618219
189188,3249.651741439053
140565,2869.895315937862
101699,2699.543532212987
11405,2864.328956922589
219240,2882.3909519056683
140545,2340.6667979155864
128509,2544.249155012301
245158,3526.7472588749274
78399,2680.782475026494
123755,2907.060463027872
129145,3044.8246179759008
159810,2484.0660779256323
136485,3089.728386923663
53416,3073.3612360299226
170020,2423.420955063261
179958,2557.6290254319956
108585,2818.3859435989534
82416,2707.399206126298
200750,2374.4761853117525
248706,2595.5819795054063
31344,2744.824290657991
176655,2956.0218207709177
82150,2884.5450244550766
179169,2268.4617896143423
197725,2572.3714025068784
214504,3082.161133994883
193705,2274.889323116045
121110,1934.6389429668893
142674,2099.0867585924566
211752,1814.55572861383
12305,2382.5207108371687
130027,2585.08570681376
61821,2408.8164282595926
36190,2738.9149172247476
61634,2377.359214567409
69864,2390.685515006154
56565,2255.5868007305903
110424,2227.173147748506
178376,2192.16778904021
87462,2686.9563913399143
23629,3029.962503870013
58621,2517.096214083552
209790,2179.831195763622
241239,2354.771395177357
189859,2911.1968620903162
48243,2794.174792299587
9561,2771.7634801799204
116257,1986.6720642638747
19783,2807.8576659639602
232532,3830.714186863487
103779,2356.597013015643
83907,2683.92929976277
94611,2846.48349596774
202607,2400.3449672800443
162638,3113.7194417178066
86212,4528.666674731387
98445,2392.6416531174305
217780,2457.5092675405294
42721,2207.324361218932
91240,2874.932166044621
100348,2929.2119156556882
241228,2973.6035872150287
136678,3436.847134229267
27892,3145.1975557776977
208930,2934.3650832253743
12431,2484.640462796611
96382,3006.3076440927016
185251,2972.7898788330526
77349,2683.8149620009144
120291,3129.4344068121372
117404,2664.6260059053793
93740,2687.6519347163508
141359,2320.297234501578
151045,2285.014211036136
46182,3322.289454253992
135758,2427.0992630348956
220438,3348.2371764779778
59811,2952.1176789185242
241229,2609.7334742073754
122103,2288.712534055709
59124,2414.767907759768
221087,2828.8571177490985
237414,2658.7251912638126
224423,2791.8219179682014
24633,2803.899683329045
172377,2524.0361034121206
241250,2205.813455674225
151448,2889.731605495367
176434,2653.8676875826186
193411,3377.745906880491
127027,3177.037286427352
48990,2348.467386873832
85557,2618.9646784824063
53862,2697.343580995944
35862,2343.166986386501
188384,2741.748771148854
191851,2450.546293529881
147745,2055.2349553416398
12860,2435.822109501427
157442,2951.369799880438
230223,2885.6275099594864
21927,3141.7554825048865
103540,2784.306365164078
193208,2073.5171199741517
239922,2891.062015125904
143801,2632.2800093162473
207489,3159.6688067673376
6473,1979.0958221361198
136591,2755.9517227857714
135971,2534.1955828638925
222777,2549.8575326831588
198316,2571.2837827731455
189341,2665.106018833285
152892,3205.9026527631067
250785,2905.3787165750114
240055,2609.149720829179
92408,2594.681318785612
40677,2479.905894362906
163281,2556.8315575161705
115945,2430.7936025078466
94118,2405.324318135543
134074,2177.483148682499
25299,2440.5172419364835
53356,2417.8278694593964
250444,2520.726670232552
195890,2178.994241065262
188668,2166.2041192881247
212598,2315.7488357432876
102668,2439.672007914214
189764,3045.083231104472
244553,2647.4601649442016
204446,2755.484213924771
111800,2499.854160408398
160579,1880.6515521787223
194443,2488.2203238563325
59646,2533.650560981786
66319,2860.160958883107
139928,2531.1593571519293
248842,2683.8588778439685
211824,2205.38078029576
27482,2850.6073567966796
171183,2632.5485980229014
103892,3119.507114461931
222299,2603.538358868574
244010,3032.5909947373902
136916,2497.537924237638
55833,2647.50009156224
8758,2478.1419088841712
158618,2499.577212560379
136519,2611.325776997901
171698,3231.727433421576
240789,2836.3895355985346
157201,2612.8615642081436
152688,2395.544120330722
137620,2844.6381273201696
197260,2366.415287669154
124128,2311.5147473802763
140202,2296.257255762535
118753,2619.9018321039425
181270,2111.6714681862672
167801,2081.583185130418
182382,2379.690683350099
235342,2082.2429922363535
152904,2503.8569385182236
35272,2842.645960536708
206932,2822.144529258867
16819,1777.1645049827393
194357,2398.1754777182628
94719,2404.075171955326
4929,2557.121036735536
64916,1999.2529137333163
236931,2724.3477313810963
54168,2395.737130623098
106837,2348.3258280682157
127746,2586.7572375254035
21005,2905.9774832340436
188234,3751.8826104296404
82056,3383.2713834605793
53024,2494.622257892529
205370,3316.405986352552
168149,3842.141308065967
161822,2132.832976792998
143452,2088.4536052605563
137104,2459.3139822083954
212186,2579.004150833581
238432,1858.6007235767545
20070,2746.2771682413795
177731,3085.347546158756
70438,2794.5266241412714
203889,2642.9981555247573
224579,3412.9786581294793
101219,1893.5002864278258
32270,2661.66689108805
87848,2813.7626014742705
19441,2619.541440476546
75916,2705.553444519871
18620,2532.0580654294463
184259,2087.9566636782365
8303,2563.110267728369
214187,2443.882168137924
246158,2155.9108784648006
177177,1899.2187490576885
218619,3505.858005548501
53379,1755.7956272443585
7886,2337.5289652428137
121150,2038.7458456110962
102023,2251.2741713869527
118219,2404.3283078626496
72829,2279.529579862866
247531,2519.9586457142254
96588,3017.618730914695
39375,3443.466599166494
52216,3752.381314674348
168618,2653.20802557298
39706,2557.4582401405455
164276,2810.1424658173773
53259,2985.0703996158827
217804,2816.8540157574444
89410,3030.5321450421993
158044,2770.6339325544814
56055,2383.289688740142
41749,2546.6160785322136
105025,2312.8082794318443
29873,2579.9600584818986
6063,2602.739090954878
163196,2459.844733275902
34762,2845.354369475499
118310,2432.0858830859884
5501,2627.8051189741145
55113,2850.2990748527272
135783,2234.892506001028
214894,2763.304114854827
210755,2536.9467503251585
205745,2517.1100735148284
71193,3488.5898725296915
2293,2899.192813660461
136901,2900.925308923127
207828,3249.9183114870575
228620,2880.307931359524
145958,3735.3752067604246
97051,2765.3514569780864
105858,2366.543994341162
85860,2350.26236305338
136380,2511.1644796021787
9374,3049.5907667084402
50007,3571.4434514743125
48288,3322.488914398963
119024,2963.599125882457
9950,3084.7932937313276
117223,2406.89676377095
211792,2484.3054881233206
190021,2940.8034168301483
56638,3872.9466038295673
170417,2357.9852447122857
24309,2605.129514776696
139891,2670.601500572378
51252,2539.2319531116746
154770,2822.76196455457
182617,2478.0642634598394
61894,3283.6579197944748
161716,2348.9975533824136
139177,2849.7152070928732
40774,2627.857772872053
237575,2509.2473514846797
152967,2336.936277423075
